"country","code","year","prod_ktOil","use_ktOil","nuclearPerc","importPerc","renewPerc","fosilPerc","GDP","population"
"Bolivia","BOL","2011",18002.647,7703.654,2.62343038770952,-133.689713998059,24.6281310141914,72.748451578952,23948541156.1194,10324445
"Brasil","BRA","1971",49121.318,69766.278,5.32508556641075,29.5916029804543,51.035708111016,43.6414251595878,49204456711.657,98427874
"Brasil","BRA","1972",50382.104,74813.328,5.82592181970571,32.6562454219387,48.7867455916411,45.3902064081416,58539008795.7658,100812672
"Brasil","BRA","1973",51239.968,81970.892,6.07354620466982,37.4900446368206,44.6393251399533,49.2889097754359,79279057736.1044,103228641
"Brasil","BRA","1974",53578.105,87249.276,6.47385773149567,38.591920235533,42.7064151225736,50.8156881439337,105136007544.771,105693434
"Brasil","BRA","1975",53911.985,91126.598,6.82202796597323,40.8383653255661,41.0423529692176,52.1304295810538,123709376566.885,108219657
"Brasil","BRA","1976",54167.735,95577.717,7.46043975919617,43.3259794225886,38.4047497179703,54.1304025916417,152678020453.114,110808302
"Brasil","BRA","1977",55849.709,98850.716,8.13274837584383,43.500956533284,37.7377256427763,54.1400529663336,176171284305.289,113455308
"Brasil","BRA","1978",57173.82,105143.119,8.40393178749054,45.622860969152,35.2347831720685,56.3716746884787,200800891871.957,116160978
"Brasil","BRA","1979",60564.275,111794.267,8.96815218619395,45.8252407522829,34.6911859084867,56.3463545049229,224969488839.356,118924135
"Brasil","BRA","1980",64345.653,113853.443,9.73708102968832,43.4837881889966,35.4766232234189,54.8023075595527,235024598984.118,121740438
"Brasil","BRA","1981",66533.597,109223.759,10.2961023342916,39.0850510830707,36.816034687105,52.9080994181861,263561088975.615,124610790
"Brasil","BRA","1982",71061.717,111048.213,10.9298039762243,36.0082300468896,36.5481342774962,52.5506385231071,281682304160.256,127525420
"Brasil","BRA","1983",80083.65,113812.031,11.445934041894,29.6351630874595,38.9216505590696,49.6507754966608,203304515490.695,130455659
"Brasil","BRA","1984",94034.387,121136.063,12.1806616746328,22.3729212662294,40.425218376133,47.4002254803345,209023912696.764,133364277
"Brasil","BRA","1985",102399.44,129355.566,12.5401322120147,20.838783234113,39.1184597344655,48.2142252773259,222942790435.318,136223043
"Brasil","BRA","1986",101998.931,135404.915,11.6137298265724,24.6711753410133,37.7242709395002,50.0083220760487,268137224729.724,139023394
"Brasil","BRA","1987",105506.368,140661.864,11.5277656209646,24.9929120802778,37.9436881342622,49.5012187525113,294084112392.657,141767626
"Brasil","BRA","1988",104755.336,142566.062,12.1210095569589,26.5215476036646,36.8165524555206,49.9800646804707,330397381998.489,144452622
"Brasil","BRA","1989",107706.897,145436.459,12.4317170015807,25.9422996540366,36.4281139435607,49.83298995199,425595310000,147078659
"Brasil","BRA","1990",104143.432,140206.208,13.0949009048159,25.7212405316603,34.0617143001257,51.215590254035,461951782000,149648341
"Brasil","BRA","1991",104731.809,142857.669,13.3734829454623,26.6880037080823,33.0417382072782,51.9545695513203,407337832905.405,152153539
"Brasil","BRA","1992",104714.681,144347.97,13.6239560556342,27.4567692223174,32.2608631073925,52.6844679561479,390566551483.761,154597985
"Brasil","BRA","1993",105643.578,147960.211,13.7407062767706,28.6000085522993,31.3936771825771,53.2643076590368,438299504406.263,157011131
"Brasil","BRA","1994",110665.56,155760.092,13.40970124748,28.9512746307315,31.5704487385639,53.265894963647,546233380259.659,159432909
"Brasil","BRA","1995",112054.764,161094.758,13.9621532564083,30.4417068617466,29.5423150888622,54.6082747149352,768951297894.977,161890816
"Brasil","BRA","1996",118595.132,169662.843,13.8443966779456,30.0995256810591,28.0351420257646,56.2673825995006,839682618644.911,164392423
"Brasil","BRA","1997",126277.356,178275.959,13.9210004193555,29.1674790542005,27.4455856383866,56.681149026942,871200342859.687,166925457
"Brasil","BRA","1998",133457.96,182552.949,14.1973291266853,26.8935611661908,26.6058561453313,57.3405083694375,843827363149.355,169472347
"Brasil","BRA","1999",141400.936,186690.702,14.0634293613616,24.2592510043698,26.7680042255131,57.28865329351,586862640399.442,172006362
"Brasil","BRA","2000",147640.879,187441.619,14.8231658199666,21.2336727629311,24.8710373121564,58.2320589111002,644701831101.394,174504898
"Brasil","BRA","2001",151655.682,190711.783,14.0578587113309,20.4791232013179,25.2401190124681,58.9496806288052,553582178386.192,176968205
"Brasil","BRA","2002",167354.361,195758.657,14.4438347878531,14.509854345803,26.753259244111,57.1539857877141,504221228974.035,179393768
"Brasil","BRA","2003",178305.122,198976.375,14.9976609032102,10.3887976650494,28.710168229771,54.6412944752863,552469288267.793,181752951
"Brasil","BRA","2004",182463.11,210042.15,14.6193280729606,13.1302407635801,29.1010394818373,54.6982969846766,663760341880.342,184010283
"Brasil","BRA","2005",194704.936,215332.125,14.7212316787381,9.57924369157645,29.3906099705281,54.2523898837668,882185702547.247,186142403
"Brasil","BRA","2006",206324.735,222817.6,15.1332304988475,7.40195792432915,29.7898850898672,53.4229226057547,1088916819852.94,188134315
"Brasil","BRA","2007",216424.988,235459.713,15.1084185684028,8.08406871709725,30.6536035742131,52.6606315875362,1366823994658.72,189996976
"Brasil","BRA","2008",228192.215,248593.964,14.371507427268,8.20685614072271,31.5572678184576,52.5660876464402,1653508561457.08,191765567
"Brasil","BRA","2009",230609.016,240464.259,15.5607919262546,4.09842320891438,31.6456758756818,51.3161384203879,1620188056416.93,193490922
"Brasil","BRA","2010",246629.61,265887.244,14.6766269840309,7.24278220733298,30.6965606067209,53.4804652005043,2143067871759.89,195210154
"Brasil","BRA","2011",249200.769,270027.529,15.3947370306825,7.71282842054226,28.8533888705844,54.5666830880788,2476694763271.16,196935134
"Colombia","COL","1971",19370.235,13851.735,4.13679585986882,-39.8397745841947,31.9250259985482,63.938178141583,7820367892.9766,21880185
"Colombia","COL","1972",18160.506,13864.363,4.52691551714276,-30.9869483365374,27.4239068899163,68.049177592941,8671371951.2195,22404289
"Colombia","COL","1973",17185.764,13945.977,4.89570576518232,-23.2309790845059,24.3980181524751,70.7062760823426,10315774588.1355,22924755
"Colombia","COL","1974",16875.231,14769.622,5.15256246910043,-14.2563499593964,22.4532692847522,72.3807758925719,12370045405.1288,23452703
"Colombia","COL","1975",17071.41,15435.528,4.95924726384481,-10.5981602961687,28.0425327854026,66.9982199507526,13098633901.8673,23996249
"Colombia","COL","1976",16696.594,16050.217,4.92792091222193,-4.02721657906557,27.0759828356215,67.9960900217112,15341403660.4698,24557647
"Colombia","COL","1977",16696.213,16528.128,5.43895836237473,-1.01696332458219,26.5619615240153,67.99908011361,19470978268.2589,25134640
"Colombia","COL","1978",17493.729,16460.097,6.30628118412668,-6.2796227750055,27.6669815493797,66.0267494170903,23263511958.0509,25725336
"Colombia","COL","1979",17618.657,16072.901,7.09492331222596,-9.61715623085092,28.9264333800102,63.9786433077638,27940389361.1188,26326236
"Colombia","COL","1980",17706.874,17706.022,6.93837384817437,-0.00481192218104638,26.7280081319226,66.3336180199031,33400712095.04,26934591
"Colombia","COL","1981",18449.194,17934.783,6.85275088078847,-2.86823096772345,26.1151974908199,67.0320516283916,36388389129.3376,27550172
"Colombia","COL","1982",19610.784,18444.811,7.04885509534362,-6.32141473284816,26.1820465387257,66.7691037875097,38968019453.0773,28173493
"Colombia","COL","1983",20596.632,19047.86,6.89070583257122,-8.13095014348069,25.3348250144636,67.7744744028988,38729822781.5997,28803276
"Colombia","COL","1984",22742.238,19687.636,7.44825838917379,-15.5153315512335,25.2008519458608,67.3508896649654,38253120737.9671,29438030
"Colombia","COL","1985",24932.079,19989.674,7.89156441470731,-24.7247904092883,25.6207079715257,66.487727613767,34894419525.2204,30076525
"Colombia","COL","1986",32865.636,21763.125,8.38537664053301,-51.0152425260619,23.7890100801241,67.8256132793429,34942483688.1685,30718127
"Colombia","COL","1987",39552.901,22499.877,8.84199500290602,-75.7916321053666,23.4274702923932,67.7026412188831,36373312082.6578,31362479
"Colombia","COL","1988",40169.913,23179.585,9.04426028334847,-73.2986720858031,23.4167263995451,67.4781752995146,39212545681.4333,32009024
"Colombia","COL","1989",44058.023,23367.6,9.81133706499598,-88.543209401051,23.5229377428576,66.5954312809189,39540083645.5519,32657292
"Colombia","COL","1990",48179.174,24222.605,9.76254205524138,-98.9017035946382,22.7867811905449,67.3796645736493,40274204595.2296,33306941
"Colombia","COL","1991",46349.078,24486.744,9.73766050725241,-89.282323529825,21.9666689862891,68.2212138943422,41239551378.2482,33957286
"Colombia","COL","1992",47875.423,25045.929,7.65060860788993,-91.1505179145082,21.4212177955148,70.8086771307225,49279585355.0948,34608171
"Colombia","COL","1993",48555.352,26199.454,9.14409132342987,-85.3296332053332,20.3951311351756,70.361321270283,55802540100.9795,35260456
"Colombia","COL","1994",50423.049,27124.428,10.1645424559736,-85.8953449635878,20.5659341461505,69.1807473322571,81703496603.9934,35915434
"Colombia","COL","1995",59241.501,27598.691,10.0213448529135,-114.653300042382,20.3530413815641,69.5103220656371,92507277798.1985,36573895
"Colombia","COL","1996",64834.419,28271.719,10.7960396748426,-129.326059020323,19.2509058257123,69.9040797625358,97160111573.337,37236124
"Colombia","COL","1997",66727.728,27431.35,9.86741082739275,-143.253532910338,14.2195225535747,75.8506781474481,106659507963.528,37901358
"Colombia","COL","1998",72704.7,28727.003,9.21520424528796,-153.088357320114,13.5168433685895,77.2616621371885,98443743190.8491,38568056
"Colombia","COL","1999",75548.841,25690.383,11.2949892572641,-194.074405196684,15.1739388237225,73.5290672778214,86186156584.3817,39234115
"Colombia","COL","2000",72329.494,25813.697,10.6856604073411,-180.198121175746,13.28670201715,76.0143113169725,99886577575.5444,39897984
"Colombia","COL","2001",72098.579,25708.187,10.6371872897922,-180.449877698493,12.7428433595881,76.6768422837441,98203544965.2678,40558648
"Colombia","COL","2002",68341.202,25204.776,11.5900573764274,-171.143857814884,13.6694688340019,74.9486089461775,97933392356.4253,41216304
"Colombia","COL","2003",73424.486,25735.92,12.0880232764168,-185.299635684289,14.3088376090693,73.9750589837084,94684582573.3167,41872051
"Colombia","COL","2004",75317.019,26001.486,13.2726798768347,-189.664286879604,12.3394678288772,74.9282983287955,117074865515.279,42527623
"Colombia","COL","2005",78598.972,27084.529,12.6539841250332,-190.198777316748,11.9755451534712,75.9235983021894,146520136085.39,43184026
"Colombia","COL","2006",83600.181,28568.375,12.8856821572806,-192.631908535225,12.2854870114243,75.3682769846027,162773603929.706,43841370
"Colombia","COL","2007",86574.952,27919.061,13.7056328649448,-210.092635278815,12.4816411268273,74.0708578988384,207520150283.04,44498390
"Colombia","COL","2008",92619.067,29207.921,13.6788304788965,-217.102566115541,12.1053566256907,74.6268486551987,244056732297.388,45153037
"Colombia","COL","2009",98207.418,30815.339,11.4724942665729,-218.69653616337,11.4326180218235,77.3895980829547,233821670544.258,45802561
"Colombia","COL","2010",105460.257,32235.053,10.7890004089647,-227.160178703599,10.2685979762465,79.1526323843798,287018184637.529,46444798
"Colombia","COL","2011",120504.899,31612.992,13.3079273230449,-281.187895786644,11.5169136790342,75.5927436416015,335415156702.186,47078792
"Costa Rica","CRI","1971",335.972,806.915,10.9562965120242,58.3633963924329,30.6803070955429,58.3632724636424,1077152887.35042,1867044
"Costa Rica","CRI","1972",357.299,861.461,10.9613784025046,58.5240655119617,30.5145560855338,58.5239494300961,1238251657.6619,1911212
"Costa Rica","CRI","1973",364.579,937.186,10.3785161109961,61.0985439389833,28.5229399500206,61.0985439389833,1528916175.15355,1955790
"Costa Rica","CRI","1974",372.659,916.398,11.7119417545652,59.3343721832654,28.9536860621695,59.3343721832654,1666544794.71392,2002358
"Costa Rica","CRI","1975",384.868,992.932,11.216276643315,61.2392389408338,27.5444844158512,61.2392389408338,1960863535.87025,2052076
"Costa Rica","CRI","1976",404.846,1001.361,12.4444630857403,59.5704246520486,27.9851122622111,59.5705245161335,2412555508.08092,2105377
"Costa Rica","CRI","1977",407.584,1166.046,9.86084597005607,65.0456328481038,25.0935211818402,65.0456328481038,3072427124.57764,2162047
"Costa Rica","CRI","1978",433.608,1262.066,10.0714225721951,65.6430012376532,24.2855761901517,65.6430012376532,3523208933.86208,2221800
"Costa Rica","CRI","1979",456.346,1303.988,10.7039328582778,65.0038190535496,24.2922480881726,65.0038190535496,4035519471.59193,2284076
"Costa Rica","CRI","1980",494.957,1254.956,14.5279993880264,60.5598124555761,24.9121881563975,60.5598124555761,4831447173.21361,2348427
"Costa Rica","CRI","1981",516.335,1178.422,16.6756900329424,56.1842022637052,27.1401077033524,56.1841174044612,2623807083.30709,2414832
"Costa Rica","CRI","1982",525.99,1149.204,17.862972979558,54.2300583708376,27.9069686496044,55.0381829509817,2606621244.69654,2483355
"Costa Rica","CRI","1983",573.367,1130.642,21.1911462691108,49.2883689089915,29.5204848218976,53.0002423401926,3976453954.94436,2553714
"Costa Rica","CRI","1984",627.194,1226.023,21.0717090951801,48.8432109348683,29.7850855979048,52.1594619350534,4593908761.79189,2625561
"Costa Rica","CRI","1985",597.867,1263.047,18.7654141136474,52.6647068557227,28.5116072481863,53.1247055731101,4796628461.62238,2698616
"Costa Rica","CRI","1986",611.053,1324.401,18.7727130982233,53.8619345651355,27.3653523366412,53.3554414410741,5477895475.74339,2772823
"Costa Rica","CRI","1987",624.821,1411.679,18.2761095121483,55.7391588314341,25.9847316564176,54.7035834633794,5841132961.39946,2848141
"Costa Rica","CRI","1988",641.147,1446.462,18.1101197266157,55.6748120586645,26.2150682147198,54.5451591538526,6063759371.10467,2924348
"Costa Rica","CRI","1989",658.139,1610.467,17.7717395016477,59.1336550205624,23.09460547779,58.3700255888509,6866402028.35824,3001196
"Costa Rica","CRI","1990",682.221,1677.767,17.3356610304053,59.3375599830012,23.3267789865935,58.501985078977,7403457319.25185,3078551
"Costa Rica","CRI","1991",721.116,1780.051,17.6633141409993,59.4890258762249,22.8476599827758,59.3923994312523,7162546761.41469,3155979
"Costa Rica","CRI","1992",945.485,2298.1,25.8794656455333,58.8579696270832,15.2625647273835,58.7644140811975,8573611050.18873,3233568
"Costa Rica","CRI","1993",977.778,2344.942,26.6387825370521,58.3026787016481,15.0585387612999,58.5704038735286,9638291586.86293,3312307
"Costa Rica","CRI","1994",978.676,2304.219,27.1506310815074,57.5267802235812,15.3225886949114,58.0903551268347,10557530654.1743,3393575
"Costa Rica","CRI","1995",957.487,2348.043,24.8831047813009,59.221913738377,15.8949814803221,59.1156976256397,11722357067.305,3478197
"Costa Rica","CRI","1996",1001.34,2360.117,26.3376773270139,57.572442383153,16.0898802898331,57.120642747796,11843228539.7911,3566605
"Costa Rica","CRI","1997",996.512,2382.737,30.8860356808158,58.1778433792735,10.9361209399107,58.661530836177,12828975924.3336,3658020
"Costa Rica","CRI","1998",864.181,2384.074,28.6666017917229,63.7519221299339,7.58147607834321,63.7230220202896,14101753567.4015,3750585
"Costa Rica","CRI","1999",1036.149,2628.921,32.5226585355741,60.5865296066333,6.89081185779261,61.0020232635366,15796567138.0566,3841734
"Costa Rica","CRI","2000",1218.24,2873.584,33.7643166164622,57.6055545966291,8.63012878690861,59.0271591155853,15946443103.2804,3929588
"Costa Rica","CRI","2001",1258.484,2888.622,35.1842851020313,56.43306739338,8.38264750458869,57.1803787411437,16403602943.4123,4013488
"Costa Rica","CRI","2002",1404.606,3073.404,37.0595274815807,54.2980356633882,8.6424368550311,55.4704815897942,16844378578.178,4093840
"Costa Rica","CRI","2003",1423.613,3297.329,34.0814034632274,56.8252667537877,9.09332978298495,57.0313123136939,17517536016.1874,4171145
"Costa Rica","CRI","2004",2031.588,3879.846,39.4908973191204,47.6374062269482,12.8716964539314,48.1650044872915,18596365926.8535,4246336
"Costa Rica","CRI","2005",2052.106,3864.771,36.5636411575227,46.9022614793994,16.5340973630779,46.8778357113526,19964893807.3935,4320130
"Costa Rica","CRI","2006",2179.055,4181.746,35.2323885764463,47.8912636013761,16.8763478221776,47.7082060938182,22526464409.0829,4392493
"Costa Rica","CRI","2007",2282.412,4508.452,32.032103258502,49.374818673904,18.5930780675939,49.0638915530209,26321999607.4464,4463226
"Costa Rica","CRI","2008",2344.997,4585.966,32.8418483695692,48.8658005750588,18.292351055372,48.9970488224291,29831167681.3826,4532711
"Costa Rica","CRI","2009",2367.074,4560.99,35.1010635848796,48.1017498393989,16.7971865757215,48.0697173201432,29382692643.1392,4601424
"Costa Rica","CRI","2010",2436.056,4646.183,35.1804481226848,47.5686601238049,17.2508917535104,47.5150246987689,36298327669.8974,4669685
"Costa Rica","CRI","2011",2411.539,4655.08,36.0326353145381,48.1955412151886,15.7718234702733,48.2639181281525,41237296806.8532,4737680
"Cuba","CUB","1971",4292.578,10739.855,0.0880831258895022,60.031322583033,38.3702014598894,61.5417154142211,6914658389,8869924
"Cuba","CUB","1972",3954.107,10368.08,0.0613806992229998,61.8626881737024,36.4578977014066,63.4807119543831,8135150888.7723,9025344
